ActionBar.IOnNavigationListenerInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBar.NavigationEventArgs,AndroidX.AppCompat.App,managed type,managed type
ActionBar.IOnNavigationListenerImplementor,AndroidX.AppCompat.App,managed type,managed type
ActionBar.Tab,AndroidX.AppCompat.App,managed type,managed type
ActionBar.TabInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBar.ITabListener,AndroidX.AppCompat.App,managed type,managed type
ActionBar.ITabListenerInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBar.TabReselectedEventArgs,AndroidX.AppCompat.App,managed type,managed type
ActionBar.TabSelectedEventArgs,AndroidX.AppCompat.App,managed type,managed type
ActionBar.TabUnselectedEventArgs,AndroidX.AppCompat.App,managed type,managed type
ActionBar.ITabListenerImplementor,AndroidX.AppCompat.App,managed type,managed type
ActionBar.<>c__DisplayClass361_0,AndroidX.AppCompat.App,managed type,managed type
ActionBar.<>c__DisplayClass362_0,AndroidX.AppCompat.App,managed type,managed type
ActionBarInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBarDrawerToggle,AndroidX.AppCompat.App,managed type,managed type
ActionBarDrawerToggle.IDelegate,AndroidX.AppCompat.App,managed type,managed type
ActionBarDrawerToggle.IDelegateInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBarDrawerToggle.IDelegateProvider,AndroidX.AppCompat.App,managed type,managed type
ActionBarDrawerToggle.IDelegateProviderInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBarDrawerToggle.ToolbarCompatDelegate,AndroidX.AppCompat.App,managed type,managed type
AppCompatActivity,AndroidX.AppCompat.App,managed type,managed type
AppCompatDelegate,AndroidX.AppCompat.App,managed type,managed type
AppCompatDelegate.INightMode,AndroidX.AppCompat.App,managed type,managed type
AppCompatDelegate.INightModeInvoker,AndroidX.AppCompat.App,managed type,managed type
AppCompatDelegateInvoker,AndroidX.AppCompat.App,managed type,managed type
AppCompatDialog,AndroidX.AppCompat.App,managed type,managed type
AppCompatDialogFragment,AndroidX.AppCompat.App,managed type,managed type
AppCompatViewInflater,AndroidX.AppCompat.App,managed type,managed type
IAppCompatCallback,AndroidX.AppCompat.App,managed type,managed type
IAppCompatCallbackInvoker,AndroidX.AppCompat.App,managed type,managed type
WindowDecorActionBar,AndroidX.AppCompat.App,managed type,managed type
WindowDecorActionBar.ActionModeImpl,AndroidX.AppCompat.App,managed type,managed type
WindowDecorActionBar.TabImpl,AndroidX.AppCompat.App,managed type,managed type
WindowDecorActionBar.<>c__DisplayClass265_0,AndroidX.AppCompat.App,managed type,managed type
WindowDecorActionBar.<>c__DisplayClass266_0,AndroidX.AppCompat.App,managed type,managed type
AbsActionBarView,AndroidX.AppCompat.Widget,managed type,managed type
AbsActionBarView.VisibilityAnimListener,AndroidX.AppCompat.Widget,managed type,managed type
ActionBarContainer,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.NavigationOnClickEventDispatcher,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.NavigationClickEventArgs,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.LayoutParams,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.IOnMenuItemClickListener,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.IOnMenuItemClickListenerInvoker,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.MenuItemClickEventArgs,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.IOnMenuItemClickListenerImplementor,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.SavedState,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.<>c__DisplayClass332_0,AndroidX.AppCompat.Widget,managed type,managed type
Toolbar.<>c__DisplayClass333_0,AndroidX.AppCompat.Widget,managed type,managed type
AbsActionBarViewInvoker,AndroidX.AppCompat.Widget,managed type,managed type
ActionBarContextView,AndroidX.AppCompat.Widget,managed type,managed type
ActionBarOverlayLayout,AndroidX.AppCompat.Widget,managed type,managed type
ActionBarOverlayLayout.IActionBarVisibilityCallback,AndroidX.AppCompat.Widget,managed type,managed type
ActionBarOverlayLayout.IActionBarVisibilityCallbackInvoker,AndroidX.AppCompat.Widget,managed type,managed type
ActionBarOverlayLayout.LayoutParams,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuPresenter,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.IActionMenuChildView,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.IActionMenuChildViewInvoker,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.LayoutParams,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.IOnMenuItemClickListener,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.IOnMenuItemClickListenerInvoker,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.MenuItemClickEventArgs,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.IOnMenuItemClickListenerImplementor,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.<>c__DisplayClass119_0,AndroidX.AppCompat.Widget,managed type,managed type
ActionMenuView.<>c__DisplayClass120_0,AndroidX.AppCompat.Widget,managed type,managed type
ActivityChooserModel,AndroidX.AppCompat.Widget,managed type,managed type
ActivityChooserModel.ActivityResolveInfo,AndroidX.AppCompat.Widget,managed type,managed type
ActivityChooserModel.HistoricalRecord,AndroidX.AppCompat.Widget,managed type,managed type
ActivityChooserView,AndroidX.AppCompat.Widget,managed type,managed type
